Original File name;Location;Suppliers Reference;Title;Description;Year;Creator;Keywords;caption;image_id;IMAGE LINK
6966.tif;British Empire and Commonwealth Collections at Bristol Archives;2003/071/1/1/4/10;Inner halls of Victoria Memorial;View of the empty inner hallways of the newly completed Victoria Memorial.;c. 1921;;India;Inner halls of Victoria Memorial;117082;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/4002b8adcefa3923e31b4dcffba26b18
2187.tif;British Empire and Commonwealth Collections at Bristol Archives;2003/071/1/1/3/46;Street traders at a bazaar, India;"Street traders at a bazaar sell their wares from ramshackle buildings on the main street of a town, probably Mussoorie.

Printed number: 19";c. 1900;;India;Street traders at a bazaar, India;115259;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/1b768743d77467eb5951a005c0f67f64
2150.tif;British Empire and Commonwealth Collections at Bristol Archives;2003/071/1/1/3/49;Pilgrims at the Kumbh Mela;"Masses of Hindu pilgrims gather outside the city walls during the Kumbh Mela, Allahabad.

Stamped caption on reverse: S.H. DAGG
Photographer
MUSSOORIE AND ALLAHABAD

Original manuscript caption: The Kumbli Mela Allahabad";1906;;India;Pilgrims at the Kumbh Mela;116530;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/fe815d5e0d8aca79312b40b2de8356a1
2003-071-1-1-3-72.tif;British Empire and Commonwealth Collections at Bristol Archives;2003/071/1/1/3/72;Bank of Bengal dinghy, India;"Three men crew a small covered boat, possibly a water-taxi, on a wide river.

Caption on reverse: The Bank's Dinghy";c. 1905;;India;Bank of Bengal dinghy, India;217467;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/f95bb69aa0b9b1b080ba820cba53f755
2003-071-1-1-3-75.tif;British Empire and Commonwealth Collections at Bristol Archives;2003/071/1/1/3/75;Mint Building, Hyderabad;"View of a large white colonial style building near the waterfront, taken from a rocky outcrop. Probably the Mint Compound in Hyderabad.

Caption on reverse: View of H.H.'s Mint from Black Rocks
Rs 2/-";c. 1905;;India;Mint Building, Hyderabad;217444;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/2f87499142d58725679ec91313b9a65c
2003-071-1-1-3-60.tif;British Empire and Commonwealth Collections at Bristol Archives;2003/071/1/1/3/60;Covered barge, India;A covered barge rests on an expanse of open water.;c. 1905;;India;Covered barge, India;217459;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/d74d51e3a41d0b55f1da51c4f99d9f38
2193.tif;British Empire and Commonwealth Collections at Bristol Archives;2003/071/1/1/2/1;Bank of Bengal, Kolkata;"Exterior view of the Bank of Bengal building, Kolkata.

Original manuscript caption: The Bank of Bengal Calcutta";c. 1890;;India;Bank of Bengal, Kolkata;121048;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/39a847787f7e418ad351e2738724b40f
2203.tif;British Empire and Commonwealth Collections at Bristol Archives;2003/071/1/1/2/14;Dickoya Valley, Sri Lanka;"View along the river in the Dickoya Valley.

Original manuscript caption: Dickoya Valley Ceylon";c. 1885;;"Ceylon
Sri Lanka";Dickoya Valley, Sri Lanka;120019;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/edbabef6f91d833e602f5303afd9f548
2209.tif;British Empire and Commonwealth Collections at Bristol Archives;2003/071/1/1/2/20;Peradeniya Botanical Gardens, Sri Lanka;"View of a walkway through the Peradeniya Botanic Gardens, Kandy.

Printed caption: SCOWEN & Co. CEYLON.
PERADENIYA GARDENS.

Original manuscript caption: Peradeniya Gardens. Kandy Ceylon";c. 1885;;"Ceylon
Sri Lanka";Peradeniya Botanical Gardens, Sri Lanka;116575;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/3280ec66d7c2a1911415ba3b708e2bd4
2210.tif;British Empire and Commonwealth Collections at Bristol Archives;2003/071/1/1/2/21;A Talipot Palm, Sri Lanka;"Botanical study of Corypha Umbraculifera, the Talipot Palm, in flower, probably growing in Peradeniya Botanic Gardens, Kandy.

Printed caption: CORYPHA UMBRACULIFERA. TALIPOT IN FLOWER.
SCOWEN & Co. CEYLON.

Original manuscript caption: Corypha Umbraculifera. Talipot (in flower). Ceylon";c. 1885;;"Ceylon
Sri Lanka";A Talipot Palm, Sri Lanka;121727;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/9bfba354654751c6bead6636b812fdc0
2211.tif;British Empire and Commonwealth Collections at Bristol Archives;2003/071/1/1/2/22;A Coco-de-Mer palm, Sri Lanka;"Botanical study of Lodoicea Seychellarum, the Coco-de-Mer Palm, probably growing in Peradeniya Botanic Gardens, Kandy.

Printed caption: SCOWEN & Co.
LODOICEA SEYCHELLARUM - DOUBLE COCOA - NUT PALM

Original manuscript caption: Lodoicea Seychellarum - Double Cocoa-nut Palm. Ceylon";c. 1885;;"Ceylon
Sri Lanka";A Coco-de-Mer palm, Sri Lanka;121914;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/61250e295ce8f0ee41dd7d2930e4a12f
2212.tif;British Empire and Commonwealth Collections at Bristol Archives;2003/071/1/1/2/23;Panama dove orchid, Sri Lanka;"Botanical portrait of a Panama dove orchid or Holy Spirit plant (Peristeria elata), the national flower of Panama. 

Printed caption: SCOWEN & Co. CEYLON.
PERISTERIA ELATA. THE DOVE PLANT.

Original manuscript caption: Peristeria Elata - Dove Plant. Ceylon.";c. 1885;;"Ceylon
Sri Lanka";Panama dove orchid, Sri Lanka;116630;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/1f9b14383d5cfa001242639836a93618
2214.tif;British Empire and Commonwealth Collections at Bristol Archives;2003/071/1/1/2/25;The Bank of Bengal, Sittwe;"Exterior view of the Bank of Bengal building, Sittwe, Myanmar.

Original manuscript caption: The Bank of Bengal, Akyab Burma";c. 1895;;"Burma
Myanmar";The Bank of Bengal, Sittwe;114995;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/2872734984519d76c5704fe2d5d57a0e
2248.tif;British Empire and Commonwealth Collections at Bristol Archives;2003/071/1/1/2/40;Chin tribesmen, Myanmar;"A group of Chin tribesmen from the Chin Hills crouch beneath a makeshift, grass-roofed shelter. 

Original manuscript caption:In the Chin Hills. Arakan. January 1897";January 1897;;"Burma
Myanmar";Chin tribesmen, Myanmar;120418;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/64f47b43b4b2a423dfbe70e37b9c606e
2249.tif;British Empire and Commonwealth Collections at Bristol Archives;2003/071/1/1/2/42;Royal Lakes, Rangoon;"View over the Royal Lakes showing the Buddhist Shwe Dagon Pagoda in the distance. 

Original manuscript caption: View over Royal Lakes, Rangoon.";c. 1890;;"Burma
Myanmar";Royal Lakes, Rangoon;115795;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/00cc1e7c20ffed0cd81954edcb16e118
8536.tif;British Empire and Commonwealth Collections at Bristol Archives;1995/076/1/1/4/6;Flamingoes on Lake Nakuru;A flock of flamingoes crowd the shoreline of Lake Nakuru.;Jun-34;;Kenya;Flamingoes on Lake Nakuru;122254;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/2e779bd3a25aacd83e8fa1f00ef62e61
8379.tif;British Empire and Commonwealth Collections at Bristol Archives;1995/076/1/1/13/5;Old Arab door, Lamu;"An ornate wooden door in Lamu, decorated with studs and an intricately carved frame. 

Original manuscript caption: An old Arab Door, Lamu";1947;;Kenya;Old Arab door, Lamu;122267;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/a49bd002de7842e83358b5e45e16f6ac
8542.tif;British Empire and Commonwealth Collections at Bristol Archives;1995/076/1/1/13/11;In a street at Lamu;"An elderly person leans against a wall in Lamu, wrapped in a swathe of patterned fabric.

Original manuscript caption: In a street at Lamu.1947";1947;;Kenya;In a street at Lamu;122248;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/633a6cae7aa70985bd5194986a926645
8544.tif;British Empire and Commonwealth Collections at Bristol Archives;1995/076/1/1/13/15;Dhows at rest;"A man stands at the stern of one of several small sailboats, which are berthed in a shallow bay. This photograph was moved here from its original series 1995/076/1/1/3.

Original manuscript caption: Dhows at rest";1933;;Kenya;Dhows at rest;115732;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/b4bb6b1399d225c73ef30db86720e764
8545.tif;British Empire and Commonwealth Collections at Bristol Archives;1995/076/1/1/13/16;Dhow captain, Kalifi ferry;"A turbaned dhow captain stands on the deck of his boat with a seabird resting on his shoulder. A copy of this image can be found at 1995/076/1/2/7/29.

Original manuscript caption: Kalifi ferry";1947;;Kenya;Dhow captain, Kalifi ferry;115724;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/0477ca0392c40644797746d74c39714a
8546.tif;British Empire and Commonwealth Collections at Bristol Archives;1995/076/1/1/13/17;Repairing a dhow at Lamu;"Men repair a dhow, which is on the beach at Lamu. 

Original manuscript caption: Repairing a dhow at Lamu 1947";1947;;Kenya;Repairing a dhow at Lamu;115945;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/e7681d27717543230c85ce7bf1a55b47
1095.tif;British Empire and Commonwealth Collections at Bristol Archives;1995/076/1/1/15/1.22;Home Guards at a Kikuyu security village;"Armed Kikuyu Home Guards at a fortified security village. To the left, Kikuyu men can be seen digging a moat to provide further protection against Mau Mau attack. 

Original manuscript caption: Bridge over a moat round a security village.";1953;;Kenya;Home Guards at a Kikuyu security village;119130;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/3552e3fa1c42a2ffdb071e74938980b5
1995-076-M038.tif;British Empire and Commonwealth Collections at Bristol Archives;1995/076/1/1/15/1.30;Searching the bush for Mau Mau terrorists;Six men, their backs to the camera, look out towards the forest in search of Mau Mau fighters. The two uniformed men on the left are from the Kenya Police, the European man in the middle is the district officer and the three men on the right are Kikuyu Home Guards.;1953;;Kenya;Searching the bush for Mau Mau terrorists;124603;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/1945dad8eb0ed9d90aa84602e9a76a0a
1092.tif;British Empire and Commonwealth Collections at Bristol Archives;1995/076/1/1/15/6.36;Children in Kikuyu security village;"Children perform coordinated exercises in a secure village established for the families of the Kikuyu Home Guard. 

Original manuscript caption: Schoolchildren in KG security village";1953;;Kenya;Children in Kikuyu security village;118733;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/a8b055de2d6c2aab69aad140b9f404ce
1091.tif;British Empire and Commonwealth Collections at Bristol Archives;1995/076/1/1/15/8.16;Rehabilitation scheme for Mau Mau detainees;"Two Europeans inspect an irrigation channel, constructed by Mau Mau detainees as part of a rehabilitation scheme. 

Original manuscript caption: Perherra rehabilitation scheme. Fencing plain below Embu.";1953;;Kenya;Rehabilitation scheme for Mau Mau detainees;115974;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/ad4f9d2eaf62ecec93950fb9f155578d
1077.tif;British Empire and Commonwealth Collections at Bristol Archives;1995/076/1/1/15/8.24;Home Guard living quarters;Numbered prefabricated huts form temporary accommodation for Kikuyu Home Guards.;1953;;Kenya;Home Guard living quarters;119132;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/b379b1f31de052d02188a7213cfe28e9
8399.tif;British Empire and Commonwealth Collections at Bristol Archives;1995/076/1/2/2/33;Prince Edward of Wales on safari;"Prince Edward of Wales (right), later King Edward VIII, sits at a table beneath a tree, drinking tea with two companions whilst on safari in Tanganyika. This image is believed to have been removed from the Blixen album, 1995/076/7/3.

EH manuscript caption: Edward Prince of Wales (right) on safari in Tanganyika (Tanzania) in 1927. Denys Finch Hatton centre, Assistant ""white hunter"" left.";1927;;"Tanzania
Tanganyika";Prince Edward of Wales on safari;116259;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/b219bcd0066fa9b555b01c0b2453388c
8894.tif;British Empire and Commonwealth Collections at Bristol Archives;1995/076/1/2/3/22;Measuring up the coffee;"A European farmer oversees his African workers as they measure out a morning's harvest of coffee beans at a plantation. 
 
Original manuscript caption: Farmer measuring up the coffee from a morning's picking.";[c.1935];;Kenya;Measuring up the coffee;117617;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/83d834f227443f7b9d416d24d02de80c
8895.tif;British Empire and Commonwealth Collections at Bristol Archives;1995/076/1/2/3/23;A tea estate at Kericho;"Two European farmers stand waist-deep in tea bushes on the Brooke Bond tea estate in Kericho. This area of south west Kenya has a high altitude and regular rainfall, making it particularly suitable for tea cultivation. 

Original manuscript caption: Tea at Kericho. Brooke Bond estate (or Jamji).";[c. 1935];;Kenya;A tea estate at Kericho;121726;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/7d5b0c1e6735bf9483ec635f1dfa71b7
8899.tif;British Empire and Commonwealth Collections at Bristol Archives;1995/076/1/2/3/28;Disc ploughing at Njoro;"Two European men crouch down to examine a furrow of earth made by disc ploughing. A team of yoked cattle stand nearby, harnessed to a plough in the middle of a muddy field. Although this image has been annotated by EH as being from 1947, the contact prints actually suggest it was taken in the 1930s.

Original manuscript caption: Examining the furrow - ploughing virgin land (disc ploughing) at Njoro. 1947.";1947;;Kenya;Disc ploughing at Njoro;119999;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/127c3418a506c43c99ae86c2486bc369
8901.tif;British Empire and Commonwealth Collections at Bristol Archives;1995/076/1/2/3/31;Feeding the cows, Kenya;"An African farm hand feeds a herd of Friesian cows on a Kenyan farm. 

Original manuscript caption: Milking was often done in pails moved about in the open pastures. In areas of low rainfall, a ranch might cover 30,000 to 40,000 acres.";1950s;;Kenya;Feeding the cows, Kenya;119667;https://opendata.bristol.gov.uk/api/v2/catalog/datasets/british-empire-and-commonwealth-collection/files/47af0a053a8ad191e217f5896cd33cfa
